transaction_id,user_id,merchant_id,amount,transaction_type,merchant_category,device_type,country,hour,day_of_week,is_weekend,account_age_days,customer_tenure_months,prior_txn_24h,prior_txn_7d,avg_amount_30d,days_since_last_txn,chargeback_history,failed_login_24h,credit_score_band,is_foreign_txn,is_high_risk_country,is_new_device,merchant_risk_score,fraud_label
TXN000408,22950,244,8.13,purchase,fashion,mobile,US,15,4,0,3555,118,1,10,10.52,0,0,0,very_good,0,0,0,83,0
TXN000409,94092,132,23.82,subscription,grocery,mobile,BR,10,0,0,1839,61,1,5,14.28,9,0,0,fair,0,1,0,92,0
TXN000410,11254,945,115.53,purchase,fashion,mobile,SG,17,2,0,722,24,5,11,67.16,3,0,0,good,0,0,0,64,0
TXN000411,25684,166,20.19,purchase,finance,desktop,US,0,5,1,1833,61,3,14,22.49,0,0,0,fair,0,0,0,88,0
TXN000412,30668,898,55.65,purchase,education,mobile,US,11,3,0,289,9,1,6,22.02,0,0,0,good,0,0,0,82,0
TXN000413,35136,102,61.31,purchase,travel,mobile,SG,6,1,0,1152,38,3,8,38.42,2,0,0,very_good,0,0,0,74,0
TXN000414,21863,798,45.6,bill_payment,travel,mobile,IN,6,1,0,3475,115,5,10,39.88,7,0,0,good,0,0,0,54,0
TXN000415,11616,395,11.59,purchase,electronics,mobile,US,23,4,0,1090,36,4,12,10.31,0,0,0,very_good,0,0,1,44,0
TXN000416,70988,565,49.82,cash_out,grocery,mobile,US,13,3,0,3258,108,1,5,24.44,1,0,0,good,0,0,1,64,0
TXN000417,97236,353,25.04,transfer,utilities,mobile,IN,3,4,0,1982,66,1,12,25.19,2,1,1,fair,0,0,0,89,0
TXN000418,20964,541,169.45,subscription,electronics,desktop,AU,8,2,0,2393,79,0,5,180.66,7,0,1,very_good,0,0,0,53,0
TXN000419,36687,505,101.82,bill_payment,fashion,mobile,IN,5,2,0,2566,85,5,18,71.4,1,0,0,good,0,0,0,70,0
TXN000420,55569,576,25.85,purchase,finance,desktop,AE,21,4,0,2013,67,4,13,36.14,0,0,0,very_good,0,1,0,57,0
TXN000421,93474,453,179.32,purchase,health,desktop,DE,6,0,0,126,4,2,6,179.66,4,0,0,very_good,0,0,1,65,0
TXN000422,72482,582,49.87,purchase,electronics,mobile,UK,8,3,0,3355,111,0,9,29.85,4,0,0,very_good,0,0,0,69,0
TXN000423,78956,842,8.13,purchase,gaming,desktop,DE,8,2,0,1734,57,1,7,11.27,3,0,0,fair,0,0,0,6,0
TXN000424,62299,490,34.11,cash_out,food_delivery,mobile,CA,4,5,1,2392,79,3,9,25.34,1,0,1,good,0,0,0,13,0
TXN000425,47532,424,159.45,purchase,travel,mobile,US,18,5,1,2022,67,1,7,152.06,0,0,0,good,0,0,0,4,0
TXN000426,27979,218,17.5,purchase,travel,mobile,US,13,2,0,2403,80,2,7,13.19,2,0,0,very_good,0,0,0,77,0
TXN000427,87787,423,34.42,purchase,education,mobile,CA,10,1,0,1295,43,5,11,37.42,4,0,0,good,0,0,1,90,0
TXN000428,82370,212,10.76,purchase,health,desktop,AU,9,1,0,3079,102,4,13,8.13,6,0,0,poor,0,0,0,36,0
TXN000429,12259,264,12.42,transfer,utilities,tablet,US,16,1,0,819,27,2,5,9.61,0,1,0,good,0,0,0,8,0
TXN000430,74385,956,17.27,purchase,grocery,desktop,DE,2,1,0,2384,79,3,13,14.71,9,0,0,very_good,1,0,1,2,0
TXN000431,17594,180,12.13,transfer,grocery,mobile,IN,22,5,1,2109,70,4,12,9.09,4,0,0,fair,0,0,0,45,0
TXN000432,76507,533,20.98,subscription,fashion,mobile,IN,13,0,0,1838,61,2,9,25.63,5,0,0,very_good,1,0,0,65,0
TXN000433,84335,850,174.94,transfer,education,tablet,BR,5,0,0,81,2,1,9,91.43,2,0,1,very_good,0,1,0,34,0
TXN000434,21795,956,35.43,purchase,health,mobile,FR,12,3,0,1423,47,2,9,31.49,8,1,1,poor,0,0,0,62,0
TXN000435,49044,231,74.22,subscription,travel,mobile,AU,20,1,0,174,5,3,12,68.79,2,0,0,good,0,0,0,16,0
TXN000436,21137,247,97.75,purchase,education,mobile,US,4,5,1,1836,61,1,8,84.32,16,0,0,excellent,0,0,0,73,0
TXN000437,61054,434,13.5,purchase,travel,mobile,DE,12,5,1,2510,83,3,16,16.07,3,0,0,fair,0,0,1,34,0
TXN000438,93479,598,17.32,transfer,fashion,mobile,IN,14,5,1,1907,63,1,7,7.77,11,1,0,fair,0,0,1,100,0
TXN000439,17278,962,72.91,subscription,health,mobile,UK,19,3,0,2763,92,2,9,78.04,1,0,1,good,0,0,0,77,0
TXN000440,45781,286,20.68,purchase,gaming,mobile,US,13,3,0,1317,43,4,10,10.89,2,1,0,good,0,0,0,47,0
TXN000441,97579,247,68.69,cash_out,gaming,mobile,US,17,2,0,1118,37,1,5,51.34,1,0,0,very_good,1,0,0,95,0
TXN000442,37085,327,165.6,purchase,gaming,mobile,DE,18,1,0,1636,54,5,14,82.09,0,0,0,good,1,0,0,98,0
TXN000443,21899,886,9.88,purchase,utilities,mobile,CA,21,3,0,837,27,0,8,7.91,4,0,0,good,0,0,0,20,0
TXN000444,53972,127,26.54,bill_payment,grocery,mobile,US,8,6,1,2927,97,4,13,19.28,0,0,1,good,0,0,0,58,0
TXN000445,55753,441,30.62,purchase,grocery,desktop,FR,16,1,0,2955,98,2,9,42.61,0,0,0,poor,0,0,0,66,0
TXN000446,69657,206,22.79,cash_out,health,mobile,SG,5,0,0,1520,50,2,7,22.16,6,0,1,good,0,0,1,36,0
TXN000447,38236,241,21.18,purchase,electronics,desktop,US,20,3,0,2893,96,2,7,21.86,13,0,1,fair,1,0,0,100,0
TXN000448,96005,924,23.5,transfer,fashion,desktop,SG,22,2,0,94,3,0,6,13.34,14,0,0,excellent,0,0,0,68,0
TXN000449,56891,101,36.1,subscription,health,mobile,US,7,5,1,565,18,1,7,40.51,4,0,0,poor,0,0,1,77,0
TXN000450,35779,389,42.45,subscription,health,desktop,SG,13,5,1,1033,34,3,18,59.07,0,0,0,poor,0,0,1,20,0
TXN000451,96424,922,86.32,purchase,education,desktop,AE,19,6,1,1416,47,0,11,100.22,1,0,0,very_good,0,1,0,91,0
TXN000452,93231,646,35.78,transfer,fashion,mobile,US,0,2,0,846,28,2,7,18.12,6,0,0,fair,1,0,0,97,0
TXN000453,54924,164,100.12,purchase,finance,mobile,BR,16,6,1,1869,62,2,7,76.17,1,0,0,good,1,1,1,91,0
TXN000454,12237,518,21.49,bill_payment,gaming,mobile,AE,19,0,0,2896,96,1,7,20.04,4,0,0,excellent,0,1,0,45,0
TXN000455,63723,972,12.41,purchase,fashion,tablet,SG,20,2,0,1665,55,3,15,9.02,12,0,0,very_good,0,0,0,94,0
TXN000456,59967,460,27.82,purchase,travel,desktop,AE,4,1,0,1640,54,2,10,46.18,1,0,0,fair,1,1,0,2,0
TXN000457,23338,575,55.49,cash_out,grocery,tablet,IN,18,6,1,219,7,2,10,41.91,1,0,1,fair,0,0,0,21,0
TXN000458,67057,578,79.39,purchase,gaming,tablet,US,18,4,0,1023,34,3,9,70.42,0,0,0,good,0,0,1,66,0
TXN000459,85670,693,136.21,purchase,gaming,mobile,FR,0,2,0,2946,98,4,16,98.06,3,0,1,good,0,0,1,78,0
TXN000460,19530,268,47.52,transfer,gaming,desktop,IN,16,1,0,2959,98,1,7,46.07,2,0,1,fair,0,0,0,13,0
TXN000461,75098,854,72.08,purchase,gaming,mobile,IN,15,5,1,381,12,0,9,94.76,7,0,0,fair,0,0,0,30,0
TXN000462,22630,988,125.45,purchase,utilities,desktop,CA,23,4,0,71,2,3,14,117.23,4,0,0,very_good,1,0,1,9,0
TXN000463,77393,228,18.15,purchase,utilities,mobile,IN,1,5,1,3033,101,1,10,15.14,5,0,0,good,1,0,0,11,1
TXN000464,47719,835,30.29,purchase,gaming,mobile,US,23,3,0,636,21,2,7,17.5,1,0,0,very_good,0,0,0,3,0
TXN000465,10585,834,443.11,purchase,utilities,desktop,AU,13,1,0,2097,69,4,13,559.49,8,0,0,fair,1,0,0,100,0
TXN000466,96959,766,79.1,purchase,finance,desktop,US,6,2,0,3018,100,3,8,67.78,6,0,0,good,0,0,0,89,0
TXN000467,24937,433,57.95,purchase,finance,mobile,AU,9,4,0,2873,95,1,9,48.91,7,1,0,good,0,0,0,61,0
TXN000468,63643,521,81.8,purchase,grocery,mobile,FR,18,1,0,2010,67,1,8,16.22,11,0,0,good,0,0,0,4,0
TXN000469,26331,854,11.0,purchase,gaming,mobile,DE,23,0,0,1375,45,4,12,9.48,5,0,0,good,0,0,1,74,0
TXN000470,93971,237,20.45,subscription,travel,tablet,IN,7,5,1,2824,94,2,14,15.94,6,0,0,fair,1,0,1,54,0
TXN000471,76448,845,14.72,subscription,electronics,mobile,UK,23,3,0,2536,84,2,11,5.18,9,0,0,very_good,0,0,0,78,0
TXN000472,82391,927,53.34,purchase,electronics,mobile,AE,15,2,0,3059,101,3,9,63.84,6,0,0,very_good,1,1,0,49,0
TXN000473,48886,713,26.26,purchase,education,mobile,AU,4,3,0,1876,62,1,10,19.42,5,0,0,good,0,0,0,1,0
TXN000474,52063,406,39.88,cash_out,gaming,mobile,CA,14,5,1,3438,114,3,8,58.57,2,0,0,good,0,0,0,92,0
TXN000475,67086,602,27.66,purchase,finance,mobile,US,19,0,0,2809,93,5,14,36.63,0,1,0,excellent,0,0,0,88,0
TXN000476,80627,145,8.47,purchase,education,mobile,US,1,3,0,232,7,3,14,5.79,0,0,0,good,0,0,0,92,0
TXN000477,86227,937,81.16,purchase,electronics,desktop,DE,1,1,0,1073,35,1,5,106.38,0,0,1,good,0,0,0,67,0
TXN000478,11605,407,7.49,purchase,finance,tablet,AE,0,0,0,2917,97,3,6,10.36,5,0,0,very_good,0,1,0,93,0
TXN000479,69719,151,19.01,cash_out,gaming,tablet,AU,13,0,0,424,14,0,9,13.92,1,0,0,poor,0,0,1,8,0
TXN000480,19822,814,11.2,bill_payment,health,mobile,US,1,3,0,2587,86,3,12,6.61,8,0,0,very_good,0,0,0,41,0
TXN000481,35913,691,16.58,bill_payment,utilities,mobile,FR,22,3,0,1243,41,2,10,4.2,1,1,0,fair,0,0,0,33,0
TXN000482,84647,659,43.89,purchase,education,desktop,CA,3,3,0,756,25,0,12,44.51,0,0,0,very_good,0,0,0,48,0
TXN000483,32545,148,111.22,purchase,electronics,desktop,FR,1,5,1,1971,65,5,13,67.62,3,1,0,good,0,0,0,5,0
TXN000484,81712,775,8.98,purchase,fashion,mobile,UK,6,3,0,3400,113,5,12,9.19,5,0,0,poor,1,0,0,83,0
TXN000485,51670,672,22.16,purchase,gaming,desktop,IN,18,4,0,3276,109,2,11,16.17,1,0,1,excellent,0,0,0,30,0
TXN000486,30937,813,7.58,purchase,electronics,desktop,SG,21,5,1,1475,49,2,17,5.05,3,0,0,good,0,0,1,13,0
TXN000487,40081,843,21.22,subscription,fashion,desktop,UK,6,4,0,14,1,3,13,15.52,0,0,0,good,0,0,0,20,0
TXN000488,57768,290,39.04,purchase,food_delivery,desktop,AU,12,6,1,3239,107,3,11,19.91,0,0,0,very_good,0,0,0,12,0
TXN000489,78862,289,72.99,bill_payment,fashion,mobile,AE,18,1,0,3275,109,3,5,53.39,1,0,0,good,0,1,0,69,0
TXN000490,64540,930,5.44,purchase,fashion,mobile,US,19,5,1,2209,73,3,10,3.69,3,0,0,poor,0,0,0,93,0
TXN000491,93989,577,60.07,purchase,health,mobile,US,3,4,0,2294,76,2,11,53.81,0,1,0,very_good,0,0,0,9,0
TXN000492,88095,493,15.25,cash_out,electronics,mobile,IN,20,4,0,1923,64,3,10,14.2,0,0,0,excellent,0,0,0,3,0
TXN000493,77801,358,12.25,transfer,grocery,desktop,UK,20,0,0,46,1,4,16,7.09,8,0,0,fair,0,0,0,89,0
TXN000494,64279,674,38.89,purchase,utilities,mobile,US,17,3,0,583,19,2,6,47.84,5,0,0,excellent,0,0,1,39,0
TXN000495,36086,777,64.36,purchase,education,mobile,DE,12,6,1,524,17,2,11,54.84,1,0,0,good,0,0,0,13,0
TXN000496,47131,102,33.43,purchase,utilities,desktop,BR,9,4,0,3337,111,4,11,45.15,2,0,0,poor,0,1,1,20,0
TXN000497,20700,596,13.68,purchase,travel,desktop,UK,21,0,0,182,6,4,9,13.3,6,0,1,very_good,0,0,0,68,0
TXN000498,43676,993,33.42,purchase,education,desktop,UK,20,2,0,2032,67,0,6,30.77,9,0,1,good,0,0,0,9,0
TXN000499,93381,352,19.06,purchase,grocery,mobile,FR,12,3,0,1324,44,3,14,14.35,2,0,0,very_good,0,0,0,41,0
TXN000500,48328,352,63.03,subscription,travel,desktop,IN,17,5,1,23,1,4,17,68.35,7,0,0,very_good,0,0,0,98,0
TXN000501,20235,889,96.33,purchase,fashion,mobile,FR,9,3,0,3355,111,1,8,87.67,0,0,0,poor,0,0,0,44,0
TXN000502,68673,155,90.95,subscription,finance,mobile,DE,17,5,1,67,2,4,10,105.28,1,0,0,fair,0,0,0,17,0
TXN000503,96634,457,35.95,transfer,fashion,mobile,AE,2,5,1,3123,104,1,9,49.66,5,0,0,good,0,1,0,76,0
TXN000504,88073,511,100.52,purchase,grocery,mobile,IN,21,1,0,2838,94,0,7,68.55,5,1,0,good,0,0,0,44,0
TXN000505,34666,817,14.6,purchase,gaming,desktop,US,12,1,0,2897,96,6,12,15.83,4,0,0,excellent,0,0,0,40,0
TXN000506,50850,215,182.1,purchase,gaming,mobile,SG,14,6,1,591,19,4,11,195.85,23,0,0,very_good,0,0,1,26,0
TXN000507,57790,490,14.53,transfer,travel,mobile,DE,4,4,0,3216,107,2,13,15.07,2,0,0,very_good,0,0,0,76,0
TXN000508,32305,236,5.89,subscription,travel,desktop,US,12,5,1,2185,72,2,10,4.54,0,0,0,good,0,0,0,50,0
TXN000509,34182,808,125.07,transfer,grocery,desktop,US,0,6,1,1467,48,4,16,97.07,0,0,0,poor,0,0,0,49,0
TXN000510,31299,668,19.31,purchase,utilities,mobile,AU,21,2,0,2486,82,4,6,14.0,7,0,0,very_good,0,0,0,77,0
TXN000511,99511,546,40.65,purchase,health,tablet,US,17,0,0,1246,41,0,9,29.22,7,0,0,poor,0,0,0,37,0
TXN000512,77140,453,14.47,purchase,utilities,desktop,UK,10,6,1,1020,34,2,10,9.38,4,0,0,poor,0,0,0,66,0
TXN000513,85676,237,307.12,purchase,utilities,tablet,US,20,4,0,1052,35,4,7,266.78,0,0,0,fair,0,0,0,18,0
TXN000514,83490,928,188.6,transfer,education,tablet,DE,19,0,0,2078,69,4,8,126.86,6,1,0,excellent,0,0,1,58,0
TXN000515,96321,682,147.22,purchase,finance,tablet,CA,2,3,0,2194,73,5,9,151.74,4,0,0,very_good,0,0,0,43,0
TXN000516,19474,386,39.63,purchase,fashion,desktop,IN,1,0,0,877,29,2,9,36.34,2,0,0,poor,0,0,0,52,0
TXN000517,89346,472,88.47,purchase,utilities,mobile,UK,6,2,0,897,29,3,11,84.11,7,0,0,excellent,1,0,0,37,0
TXN000518,15990,752,34.89,purchase,gaming,mobile,US,0,2,0,3454,115,1,4,28.54,0,0,0,very_good,1,0,0,14,0
TXN000519,52787,746,100.48,subscription,food_delivery,mobile,IN,13,3,0,1879,62,4,12,92.51,6,0,0,good,0,0,0,93,0
TXN000520,63498,514,25.29,purchase,grocery,desktop,CA,12,3,0,3139,104,4,10,20.88,2,0,0,fair,0,0,0,41,0
TXN000521,42207,372,152.36,bill_payment,electronics,mobile,IN,12,5,1,1205,40,1,9,172.76,0,0,0,good,1,0,0,75,1
TXN000522,23155,693,24.17,cash_out,finance,desktop,US,1,2,0,1052,35,1,12,18.55,8,0,0,good,0,0,1,91,0
TXN000523,27306,691,26.77,cash_out,gaming,mobile,US,22,5,1,1032,34,2,7,27.11,3,0,0,very_good,0,0,0,45,0
TXN000524,84218,639,24.05,subscription,fashion,mobile,UK,23,6,1,1930,64,5,11,12.22,3,0,0,good,1,0,0,83,0
TXN000525,38684,165,43.52,subscription,education,mobile,DE,14,5,1,2843,94,5,12,48.46,0,0,0,fair,0,0,0,44,0
TXN000526,37929,525,25.81,subscription,electronics,mobile,CA,0,1,0,1827,60,6,17,18.9,2,0,0,good,1,0,1,7,0
TXN000527,93101,651,56.74,purchase,gaming,mobile,FR,9,4,0,1077,35,0,7,35.54,1,0,0,good,0,0,0,89,0
TXN000528,22948,954,23.74,purchase,food_delivery,mobile,CA,17,1,0,3504,116,2,7,13.26,3,0,0,very_good,0,0,0,85,0
TXN000529,92373,572,74.57,purchase,food_delivery,desktop,IN,17,3,0,2089,69,5,9,39.87,10,0,0,fair,0,0,0,57,0
TXN000530,92886,408,143.53,purchase,gaming,mobile,IN,5,4,0,1438,47,1,11,108.45,2,0,0,very_good,0,0,0,83,0
TXN000531,63869,599,39.24,purchase,travel,mobile,US,19,2,0,36,1,1,12,52.96,4,0,0,excellent,1,0,0,67,0
TXN000532,24897,259,269.48,cash_out,finance,mobile,IN,23,0,0,2052,68,5,14,190.52,6,0,0,very_good,0,0,1,81,0
TXN000533,24027,181,100.97,purchase,fashion,mobile,CA,12,5,1,2267,75,1,4,23.95,0,1,0,good,1,0,0,6,0
TXN000534,35624,709,250.74,purchase,electronics,mobile,DE,9,5,1,3389,112,2,7,253.16,0,0,0,very_good,0,0,1,82,0
TXN000535,61966,986,34.64,subscription,fashion,desktop,US,12,0,0,842,28,1,7,19.6,9,0,0,excellent,1,0,0,22,0
TXN000536,23825,860,8.2,purchase,finance,desktop,BR,0,2,0,595,19,1,7,9.38,26,0,0,very_good,0,1,0,99,0
TXN000537,51008,624,19.38,bill_payment,gaming,mobile,AE,12,1,0,3647,121,1,8,14.99,7,0,0,poor,0,1,0,97,0
TXN000538,20393,136,21.25,purchase,electronics,mobile,US,0,6,1,2009,66,4,11,17.38,4,0,0,fair,0,0,0,6,0
TXN000539,58625,988,15.52,bill_payment,fashion,mobile,IN,0,6,1,99,3,3,13,19.54,0,0,0,fair,0,0,0,66,0
TXN000540,11903,504,5.07,transfer,electronics,mobile,BR,13,4,0,386,12,3,12,5.5,1,0,0,poor,0,1,0,39,0
TXN000541,73812,360,92.04,purchase,finance,desktop,UK,12,3,0,1735,57,2,7,48.42,0,0,0,very_good,1,0,0,26,0
TXN000542,14985,902,6.86,purchase,gaming,mobile,BR,23,0,0,2254,75,3,8,3.91,9,0,1,fair,1,1,0,97,0
TXN000543,27533,771,84.44,purchase,electronics,desktop,IN,12,1,0,890,29,5,18,30.82,4,1,0,very_good,0,0,0,41,0
TXN000544,25717,773,261.65,purchase,grocery,mobile,SG,23,0,0,1335,44,1,7,439.82,10,0,0,very_good,0,0,0,56,0
TXN000545,84788,349,18.17,purchase,education,mobile,AE,19,5,1,2687,89,2,11,11.65,1,1,0,good,0,1,0,32,0
TXN000546,14804,991,51.87,bill_payment,health,mobile,US,8,0,0,3531,117,5,14,64.89,3,0,0,poor,0,0,0,69,0
TXN000547,48632,507,25.57,purchase,finance,mobile,DE,22,4,0,1792,59,2,12,18.93,2,0,0,good,0,0,0,26,0
TXN000548,63202,577,77.04,cash_out,electronics,tablet,IN,11,6,1,1516,50,3,12,44.38,0,0,0,poor,0,0,0,37,0
TXN000549,56439,775,12.49,purchase,electronics,mobile,US,14,2,0,1318,43,3,7,11.32,3,0,0,excellent,0,0,0,71,0
TXN000550,71263,693,32.5,bill_payment,electronics,desktop,UK,2,4,0,497,16,2,12,26.07,6,0,0,good,1,0,0,22,0
TXN000551,82278,254,100.39,purchase,travel,desktop,AE,5,6,1,193,6,1,15,114.5,4,0,1,poor,0,1,0,79,0
TXN000552,45426,371,35.02,purchase,food_delivery,mobile,US,12,2,0,3044,101,4,10,40.07,10,0,1,poor,0,0,0,98,0
TXN000553,84538,424,8.45,purchase,education,mobile,DE,6,3,0,136,4,2,8,6.11,3,0,0,good,0,0,1,71,0
TXN000554,38618,951,111.89,purchase,grocery,mobile,FR,14,1,0,2996,99,3,10,52.37,1,0,0,good,1,0,0,37,0
TXN000555,98597,742,11.4,cash_out,education,mobile,UK,1,2,0,903,30,0,11,6.17,0,0,0,excellent,0,0,0,19,0
TXN000556,55406,429,39.29,purchase,education,desktop,DE,6,6,1,2536,84,3,13,8.46,4,0,1,good,1,0,0,57,0
TXN000557,76240,760,61.83,purchase,fashion,mobile,AE,15,4,0,3473,115,2,15,50.56,1,0,0,poor,1,1,0,44,0
TXN000558,88749,763,40.77,purchase,food_delivery,tablet,DE,14,1,0,2733,91,1,9,36.55,9,0,0,very_good,0,0,0,25,0
TXN000559,81337,454,359.13,subscription,gaming,mobile,US,23,3,0,2663,88,2,4,200.09,11,0,1,good,0,0,0,37,0
TXN000560,86600,462,70.84,purchase,electronics,mobile,US,21,4,0,966,32,2,7,36.9,5,0,0,good,0,0,0,97,0
TXN000561,58285,903,30.5,purchase,travel,desktop,AE,19,0,0,2183,72,2,8,27.3,3,0,0,excellent,0,1,0,17,0
TXN000562,13912,605,62.95,purchase,food_delivery,mobile,UK,0,5,1,2343,78,1,13,44.72,0,0,0,good,0,0,0,26,0
TXN000563,54377,234,44.21,purchase,education,tablet,IN,14,1,0,1552,51,3,7,36.96,0,1,1,good,0,0,0,35,0
TXN000564,26334,747,38.09,purchase,grocery,mobile,US,5,2,0,139,4,1,6,30.08,6,0,0,excellent,0,0,0,92,0
TXN000565,90019,630,45.58,bill_payment,food_delivery,tablet,DE,6,2,0,3330,111,0,6,44.42,3,1,0,fair,0,0,0,36,0
TXN000566,31306,557,24.76,purchase,travel,desktop,SG,5,3,0,719,23,3,13,18.09,6,0,0,poor,0,0,0,30,0
TXN000567,30526,751,44.33,subscription,gaming,desktop,IN,10,6,1,3553,118,1,9,33.4,0,0,0,fair,0,0,0,30,0
TXN000568,32444,915,23.22,purchase,electronics,mobile,AE,2,1,0,3402,113,1,8,7.79,0,0,0,poor,0,1,0,95,0
TXN000569,67830,397,6.64,purchase,utilities,desktop,UK,12,1,0,69,2,3,16,5.88,7,0,0,good,0,0,1,36,0
TXN000570,61410,476,102.12,purchase,finance,mobile,IN,3,2,0,2698,89,3,10,94.63,3,0,0,very_good,0,0,0,37,0
TXN000571,95394,270,22.0,purchase,fashion,desktop,FR,12,6,1,2314,77,2,7,18.63,4,0,0,excellent,0,0,0,37,0
TXN000572,47463,681,41.56,purchase,health,mobile,DE,15,6,1,842,28,0,9,61.24,6,0,1,very_good,1,0,0,88,0
TXN000573,35404,462,18.46,purchase,food_delivery,mobile,UK,4,3,0,2966,98,2,9,17.52,1,0,0,excellent,0,0,0,72,0
TXN000574,14432,407,18.97,purchase,health,mobile,FR,2,4,0,407,13,3,12,16.18,1,0,0,good,0,0,0,60,0
TXN000575,10636,726,14.37,bill_payment,grocery,mobile,CA,19,6,1,908,30,3,12,15.08,2,0,0,good,0,0,0,22,0
TXN000576,43624,466,85.92,purchase,utilities,mobile,IN,17,5,1,3463,115,0,7,131.79,0,0,0,fair,0,0,0,12,0
TXN000577,93322,517,106.78,purchase,grocery,desktop,AE,6,4,0,2711,90,3,8,104.2,14,0,1,good,0,1,0,9,0
TXN000578,57137,495,37.46,purchase,travel,mobile,US,21,3,0,410,13,3,11,8.73,3,0,1,good,0,0,0,30,0
TXN000579,90418,332,22.58,purchase,travel,desktop,UK,5,6,1,526,17,4,9,23.25,0,0,0,fair,0,0,0,80,0
TXN000580,19150,213,7.97,transfer,finance,mobile,US,22,1,0,939,31,2,6,5.07,1,0,1,excellent,0,0,1,77,0
TXN000581,18398,843,74.88,purchase,health,desktop,CA,2,2,0,258,8,2,12,24.21,5,0,0,fair,0,0,0,79,0
TXN000582,85010,182,19.91,purchase,food_delivery,desktop,US,15,4,0,667,22,0,5,28.06,4,0,0,very_good,0,0,0,67,0
TXN000583,19606,392,13.39,purchase,utilities,mobile,AU,0,0,0,2087,69,3,8,18.0,3,0,0,poor,0,0,1,52,0
TXN000584,14676,700,37.57,purchase,utilities,desktop,US,4,3,0,28,1,4,8,23.61,15,0,0,good,0,0,0,36,0
TXN000585,46367,218,27.09,bill_payment,finance,tablet,IN,9,5,1,1049,34,3,13,17.08,0,0,0,very_good,0,0,0,73,0
TXN000586,93234,689,9.33,purchase,utilities,desktop,UK,2,1,0,1147,38,5,11,8.85,6,0,0,fair,0,0,0,20,0
TXN000587,72043,759,10.56,transfer,utilities,mobile,CA,10,5,1,3543,118,2,12,6.7,0,0,0,poor,0,0,1,7,0
TXN000588,18920,695,49.55,purchase,utilities,mobile,CA,5,2,0,3555,118,1,11,42.59,1,0,0,good,0,0,0,83,0
TXN000589,85340,374,20.28,bill_payment,education,desktop,AU,2,6,1,3086,102,4,12,13.91,2,0,0,good,0,0,0,48,0
TXN000590,85920,117,57.93,purchase,fashion,mobile,DE,23,4,0,1248,41,1,11,45.18,3,0,1,good,0,0,0,63,0
TXN000591,82061,897,41.76,purchase,fashion,desktop,CA,23,1,0,1925,64,0,11,19.99,4,0,0,good,0,0,0,96,0
TXN000592,91237,393,93.95,transfer,food_delivery,mobile,FR,23,5,1,1841,61,1,8,107.86,2,1,0,poor,0,0,0,69,0
TXN000593,31588,823,17.31,purchase,travel,desktop,IN,3,0,0,3139,104,2,6,21.83,0,0,0,good,0,0,0,77,0
TXN000594,98160,277,45.13,purchase,finance,mobile,US,9,1,0,2722,90,0,4,39.26,4,0,0,excellent,0,0,0,48,0
TXN000595,38862,246,65.0,bill_payment,utilities,mobile,SG,7,6,1,3309,110,1,11,57.79,2,0,0,fair,0,0,0,32,0
TXN000596,82181,799,20.83,purchase,education,tablet,CA,7,6,1,2011,67,8,19,22.68,4,0,0,good,0,0,0,36,0
TXN000597,62142,944,100.94,subscription,food_delivery,desktop,US,9,0,0,3355,111,2,7,90.9,4,0,0,very_good,0,0,0,91,0
TXN000598,80152,873,8.17,subscription,grocery,desktop,DE,12,2,0,2714,90,3,10,11.59,1,0,0,very_good,0,0,0,39,0
TXN000599,66503,775,17.29,cash_out,gaming,tablet,US,11,0,0,2696,89,1,5,8.73,4,0,1,poor,0,0,0,94,0
TXN000600,67822,321,7.9,cash_out,utilities,mobile,US,7,1,0,2415,80,4,13,9.15,2,0,0,good,0,0,0,4,0
TXN000601,65464,920,18.87,purchase,finance,mobile,BR,23,6,1,1225,40,4,13,16.34,10,0,0,good,0,1,0,30,0
TXN000602,80108,700,31.84,purchase,grocery,mobile,US,23,1,0,2221,74,4,15,17.95,3,0,0,fair,0,0,0,95,0
TXN000603,76513,254,77.35,purchase,utilities,mobile,BR,7,4,0,1302,43,7,13,121.76,1,0,1,poor,0,1,0,58,0
TXN000604,22109,216,31.82,subscription,gaming,mobile,SG,5,5,1,2371,79,1,9,51.41,0,0,0,very_good,0,0,0,37,0
TXN000605,84344,883,21.42,cash_out,finance,tablet,IN,12,6,1,930,31,7,11,17.94,0,0,0,good,0,0,0,18,0
TXN000606,58245,347,9.08,purchase,health,mobile,AU,8,2,0,2917,97,2,8,9.38,0,0,0,poor,0,0,1,49,0
TXN000607,39077,788,12.27,purchase,education,mobile,AU,23,4,0,2085,69,3,4,9.31,0,0,1,good,0,0,1,96,0
TXN000608,56279,224,48.38,purchase,fashion,mobile,AE,10,3,0,2592,86,4,10,39.04,2,2,1,good,0,1,1,36,0
TXN000609,97027,352,80.91,purchase,travel,mobile,CA,0,0,0,810,27,4,13,45.33,0,0,0,poor,1,0,0,49,0
TXN000610,87180,354,25.1,cash_out,food_delivery,mobile,US,3,1,0,2890,96,1,10,12.95,0,0,0,good,1,0,0,36,0
TXN000611,85032,352,108.84,purchase,finance,desktop,IN,1,5,1,2929,97,2,10,158.17,0,0,0,good,0,0,0,87,0
TXN000612,51651,706,15.57,subscription,electronics,mobile,IN,9,4,0,532,17,1,9,13.83,4,0,1,good,0,0,0,69,0
